date_time_utc;date_time_local;batch_time_sec;batch_time_since_inoc_h;process_phase;phase_time_sec;foam;air_flow;total_flow;o2_flow;gas_mix;acid_pump_pct;acid_pump_duration;base_pump_pct;base_pump_duration;inducer_pump_pct;inducer_pump_duration;feed_pump_pct;feed_pump_duration;stirrer_speed;Temperature, °C;balance;analog_io1;analog_io2;ph;po2;offgas_co2;offgas_o2;od600_online;feedrate_exp;feedrate_ind;process_time;od600;glucose_g_l;acetate_g_l;protein_g_l;biomass_g_l;viability_pct;sample_volume_ml;is_sample;feed_g;feed_ml;volume_ml;cumulative_sample_volume_ml;volume_corrected_ml
2022-02-15 12:43:00;2022-02-15 13:43:00;80145;22,2625;Batch;16711;0;2,000575;2,000219444;-0,000228571;21,0;0;0;0;5741,0;0,0;0;75,0;0,0;1400,065714;37,03166667;0,0;-26,2;-26,17837143;6,6055;57,74588235;0,965;19,745;;3,412828032;15,35283049;4,625;23,474999999999998;0,0;0,0;0,0;9,46666666666666;100,0;40,0;True;0,0;0,0;1070,0;40,0;1030,0
2022-02-16 07:25:00;2022-02-16 08:25:00;147465;40,9625;induced Fedbatch;639;0;2,637434286;2,995133333;0,362862857;30,45;0;0;0;22523,0;12,7;0;12,48;64290,88889;1400,161111;28,26;-278,577044;-26,2;-26,17427273;6,622;40,92142857;2,005;28,15384615;;3,321986586;12,69796214;23,325;77,76;0,0;0,0;0,0;36,26666666666664;100,0;40,0;True;278,615385667;242,27424840608697;1312,274248406087;80,0;1232,274248406087
2022-02-16 10:28:00;2022-02-16 11:28:00;158445;44,0125;induced Fedbatch;11619;0;2,861728571;2,997722857;0,137251429;24,66333333;0;0;0;26786,0;17,205;0;12,48;82072,91429;1400,020588;25,61;-362,4046783;-26,2;-26,17328125;6,6215;39,97911765;2,183333333;22,01166667;;4,483588884;17,2037926;26,375;101,2;0,36949036851102063;0,0;1,62;42,23333333333335;100,0;40,0;True;362,443019967;315,1678434495652;1385,1678434495652;120,0;1265,1678434495652
2022-02-16 12:26:00;2022-02-16 13:26:00;165555;45,9875;induced Fedbatch;18729;0;2,79100303;3,001757143;0,208548571;26,49333333;0;0;0;29235,6;20,95;0;12,48;93584,82857;1400,133333;25,89;-416,5848;-26,2;-26,16823529;6,6155;39,82730769;2,33;23,18;;5,448297634;20,94587719;28,35;114,29999999999998;0,5292113942193628;0,0;2,84;46,33333333333334;95,0;40,0;True;416,62314166699997;362,28099275391304;1432,280992753913;160,0;1272,280992753913
2022-02-16 14:26:00;2022-02-16 15:26:00;172755;47,9875;induced Fedbatch;25929;0;2,790223529;2,999785714;0,209645455;26,61666667;0;0;0;31592,0;25,565;0;12,48;105243,0571;1399,831429;26,135;-471,2736762;-26,2;-26,17272727;6,6355;39,89058824;2,365;23,801875;;6,640335117;25,56976507;30,35;135,0;0,5804170733742666;0,0;3,76;48,26666666666676;85,0;40,0;True;471,312017867;409,83653727565223;1479,8365372756523;200,0;1279,8365372756523
